店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,類型
樂膚莉動物醫院,106台灣台北市大安區仁愛路三段82號,02 2784 6866,https://www.facebook.com/lovelyvetderm/,4.4,242,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 10:00 – 18:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台北市,中正區,醫院
小小貓動物醫院 (Little Kitten Clinic),104台灣台北市中山區朱崙街91號1樓,02 2533 7529,https://littlekittenclinic.booknow.com.tw/,4.8,398,星期一: 11:00 – 18:30 | 星期二: 11:00 – 18:30 | 星期三: 休息 | 星期四: 11:00 – 18:30 | 星期五: 11:00 – 18:30 | 星期六: 11:00 – 18:30 | 星期日: 休息,5,台北市,中正區,醫院
聖地牙哥動物醫院,106台灣台北市大安區羅斯福路三段65號3樓之一,02 2364 3458,,3.9,90,星期一: 13:30 – 21:00 | 星期二: 13:30 – 21:00 | 星期三: 13:30 – 21:00 | 星期四: 13:30 – 21:00 | 星期五: 13:30 – 21:00 | 星期六: 14:00 – 16:30 | 星期日: 休息,5,台北市,中正區,醫院
亞太動物醫院,116台灣台北市文山區景福街244號,02 2930 0005,http://www.asia-pacific.com.tw/,4.8,281,星期一: 12:30 – 21:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 12:00 – 18:00 | 星期日: 休息,5,台北市,中正區,醫院
路米動物醫院,104台灣台北市中山區建國北路二段89號,02 7756 5218,https://lumi.vet/,4.1,235,"星期一: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 13:00, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00",5,台北市,中正區,醫院
維東尼動物醫院,106台灣台北市大安區建國南路一段358號,02 2709 0123,,4.3,178,"星期一: 12:00 – 17:00, 18:00 – 21:00 | 星期二: 12:00 – 17:00, 18:00 – 21:00 | 星期三: 12:00 – 17:00, 18:00 – 21:00 | 星期四: 12:00 – 17:00, 18:00 – 21:00 | 星期五: 12:00 – 17:00, 18:00 – 21:00 | 星期六: 12:00 – 17:00, 18:00 – 21:00 | 星期日: 12:00 – 17:00, 18:00 – 21:00",5,台北市,中正區,醫院
Aurora Animal Hospital,106台灣台北市大安區建國南路二段31號,02 2784 8211,https://www.aurora-animal-hospital.org/doctors,4.6,412,"星期一: 09:30 – 12:30, 13:00 – 17:00, 17:30 – 20:30 | 星期二: 09:30 – 12:30, 13:00 – 17:00, 17:30 – 20:30 | 星期三: 09:30 – 12:30, 13:00 – 17:00, 17:30 – 20:30 | 星期四: 09:30 – 12:30, 13:00 – 17:00, 17:30 – 20:30 | 星期五: 09:30 – 12:30, 13:00 – 17:00, 17:30 – 20:30 | 星期六: 09:30 – 12:30 | 星期日: 休息",4,台北市,中正區,醫院
恩孺動物診所,100台灣台北市中正區金山南路一段92號1樓,02 2394 2821,http://azu.com.tw/,4,81,星期一: 13:00 – 19:00 | 星期二: 13:00 – 19:00 | 星期三: 休息 | 星期四: 13:00 – 19:00 | 星期五: 13:00 – 19:00 | 星期六: 09:30 – 15:00 | 星期日: 休息,2,台北市,中正區,醫院
古德動物醫院,108台灣台北市萬華區西園路二段194號,02 2308 8986,https://www.facebook.com/%E5%8F%A4%E5%BE%B7%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-105070909576866/,4.3,234,"星期一: 13:00 – 17:30, 18:30 – 21:00 | 星期二: 13:00 – 17:30, 18:30 – 21:00 | 星期三: 13:00 – 17:30, 18:30 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 13:00 – 17:30, 18:30 – 21:00 | 星期六: 13:00 – 17:30, 18:30 – 21:00 | 星期日: 休息",5,台北市,中正區,醫院
正吉動物醫院,116台灣台北市文山區羅斯福路五段47-1號,02 2934 7505,http://fvh.gotdns.com/,4.7,70,"星期一: 14:00 – 18:00, 19:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期日: 19:00 – 21:00",5,台北市,中正區,醫院
傑翔動物醫院,103台灣台北市大同區民權西路270之2號,02 2557 3343,https://www.facebook.com/%E5%82%91%E7%BF%94%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-119087131454068/,4.6,109,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 休息,5,台北市,中正區,醫院
樂田動物醫院 (台北院),106台灣台北市大安區建國南路一段161號1樓,02 2778 5580,https://www.love-field.com/,4.5,70,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 休息,5,台北市,中正區,醫院
寵樂動物醫院,106台灣台北市大安區文昌街89號,02 2708 7967,https://www.facebook.com/peteden168/?ref=aymt_homepage_panel,4.7,178,"星期一: 11:00 – 12:30, 13:30 – 21:00 | 星期二: 11:00 – 12:30, 13:30 – 21:00 | 星期三: 11:00 – 12:30, 13:30 – 21:00 | 星期四: 11:00 – 12:30, 13:30 – 21:00 | 星期五: 11:00 – 12:30, 13:30 – 21:00 | 星期六: 11:00 – 12:30, 13:30 – 21:00 | 星期日: 休息",5,台北市,中正區,醫院
華遠動物醫院,10491台灣台北市中山區長春路336號,02 2713 1187,,4.8,259,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 休息,5,台北市,中正區,醫院
太僕動物醫院（龍江院）台北24小時重症加護醫院/狗貓夜間急診/ICU氧氣病房/骨科手術/內視鏡/心臟/透析洗腎/高壓氧/犬貓輸血,104台灣台北市中山區龍江路260號,02 2517 0902,http://topvet.topet.net/,3.9,799,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院+24h急診
太僕動物醫院(南京院) 台北24小時重症加護住院/狗貓夜間急診/ICU氧氣病房/ 心臟/透析洗腎/高壓氧/犬貓輸血,105台灣台北市松山區南京東路五段286號,02 2756 2005,http://topvet.topet.net/,4.2,1107,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院+24h急診
永春動物醫院(24h重症急診中心),110台灣台北市信義區忠孝東路五段424號,02 8789 8849,http://yongchunvet.com/,2.9,272,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院+24h急診
伊甸園動物醫院,10465台灣台北市中山區北安路554巷33號1樓,02 8509 2579,http://eden-vet.com/,3.7,1186,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院
永新動物醫院,103台灣台北市大同區重慶北路三段185號,02 2598 2889,,4.7,63,,5,台北市,中正區,醫院
杜克動物醫院-夜間急診/24小時住院照護-動物寵物醫院獸醫 24小時夜間住院急診(台北大安)貓狗寵物內科 骨科 外科 齒科 復健 寵物重症術後照護 術前檢查 心臟超音波 老犬照顧 評價推薦 PTT,10675台灣台北市大安區和平東路三段117號1樓,02 8732 4789,https://www.dukevetclinic.com.tw/,4.4,399,"星期一: 00:00 – 09:00, 09:30 – 12:00, 13:00 – 17:00, 18:00 – 00:00 | 星期二: 00:00 – 09:00, 09:30 – 12:00, 13:00 – 17:00, 18:00 – 00:00 | 星期三: 00:00 – 09:00, 09:30 – 12:00, 13:00 – 17:00, 18:00 – 00:00 | 星期四: 00:00 – 09:00, 09:30 – 12:00, 13:00 – 17:00, 18:00 – 00:00 | 星期五: 00:00 – 09:00, 09:30 – 12:00, 13:00 – 17:00, 18:00 – 00:00 | 星期六: 00:00 – 09:00, 09:30 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期日: 09:30 – 12:00, 13:00 – 17:00, 18:00 – 00:00",5,台北市,中正區,醫院+24h急診
布達羊急診動物醫院,111020台灣台北市士林區忠誠路一段102號,02 2834 1119,http://www.boulderyard24.com/,3.9,381,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院+24h急診
全國動物醫院 台北分院,11494台灣台北市內湖區舊宗路一段30巷13號,02 8791 8706,https://www.vet.com.tw/store_detail.php?Key=3,4,401,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院
板橋維納斯動物醫院（全預約制，務必請事先電話聯繫）,"請先, 電話聯繫，請勿直接到現場, No. 105號中山路一段板橋區新北市台灣 220",02 2964 9250,,4.1,208,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院
維東尼動物醫院蔡坤龍醫師,106台灣台北市大安區建國南路一段358號,02 2706 4987,,4.7,60,,5,台北市,中正區,醫院
東宏動物醫院,10491台灣台北市中山區吉林路432號,02 2595 7366,https://www.mypetvet.com.tw/,3.9,140,"星期一: 09:00 – 12:00, 14:00 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 21:00 | 星期四: 09:00 – 12:00, 14:00 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 21:00 | 星期日: 休息",5,台北市,中正區,醫院
~約診制~ 寵物預防醫學暨中西醫治療 - 和 動物醫院 He Veterinary Hospital (ペット帰国証明書業務-辦理寵物回國證明),110台灣台北市信義區基隆路一段115號1F,0907 232 272,,4.4,46,,5,台北市,中正區,醫院
安家行動寵物醫院-獸醫師出診/寵物到府安樂/安寧治療-台北/桃園/新竹/基隆/宜蘭,114台灣台北市内湖区成功路三段174巷17弄5號1樓,0906 060 336,https://drfurkids.com/,4.9,180,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區,醫院
人人愛動物醫院,105台灣台北市松山區延吉街46-3號,02 2577 8182,,4.6,422,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 休息,5,台北市,中正區,醫院
長青動物醫院 急診科分院（急診請來電）,103台灣台北市大同區長安西路289-1號,02 2559 1793,http://www.egah.com.tw/auto_page.aspx?id=qqqjw7pzw9n2e,4.7,47,星期一: 13:00 – 23:00 | 星期二: 13:00 – 23:00 | 星期三: 13:00 – 23:00 | 星期四: 13:00 – 23:00 | 星期五: 13:00 – 23:00 | 星期六: 13:00 – 23:00 | 星期日: 13:00 – 23:00,5,台北市,中正區,醫院+24h急診
安晴動物醫院 (林森院),10491台灣台北市中山區林森北路506號,02 2521 7758,https://lihi.cc/deMAE,4.6,343,,5,台北市,中正區,醫院
阿牛犬貓急診醫院,111台灣台北市士林區基河路238號1樓,02 2881 0478,https://anewanimalhospital.webnode.tw/,4.2,224,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,5,台北市,中正區,醫院+24h急診
亞各特殊寵物醫院,115台灣台北市南港區研究院路一段101巷12號,02 2653 3636,https://ark.vet/,4.9,544,"星期一: 10:30 – 13:30, 15:00 – 19:00 | 星期二: 10:30 – 13:30, 15:00 – 21:00 | 星期三: 10:30 – 13:30, 15:00 – 21:00 | 星期四: 10:30 – 13:30, 15:00 – 21:00 | 星期五: 10:30 – 13:30, 15:00 – 21:00 | 星期六: 10:30 – 13:30, 15:00 – 21:00 | 星期日: 10:30 – 13:30, 15:00 – 21:00",5,台北市,中正區,醫院
台大星光動物醫院(預約制),110台灣台北市信義區莊敬路325巷23號1樓,02 2758 2738,https://starlightah.com/,4.9,106,星期一: 12:00 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 18:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 18:00 | 星期日: 休息,5,台北市,中正區,醫院
凡賽爾賽鴿寵物鳥醫院,103台灣台北市大同区民族西路53號1樓,02 2586 9933,http://www.birds.com.tw/,4.3,1000,"星期一: 10:00 – 14:00, 16:00 – 20:00 | 星期二: 10:00 – 14:00, 16:00 – 20:00 | 星期三: 10:00 – 14:00, 16:00 – 20:00 | 星期四: 10:00 – 14:00, 16:00 – 20:00 | 星期五: 10:00 – 14:00, 16:00 – 20:00 | 星期六: 10:00 – 14:00, 16:00 – 18:00 | 星期日: 10:00 – 14:00, 16:00 – 18:00",5,台北市,大同區,醫院
牧光特殊寵物專科醫院 Lumos Exotic Animal Clinic,10365台灣台北市大同区民族西路65號1樓,02 2592 6590,,4.3,194,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,5,台北市,大同區,醫院
長沁動物醫院-台北寵物健檢、一般內外科、心臟科、牙科、骨科推薦,103台灣台北市大同區承德路三段9號,02 2599 2119,,4.1,292,"星期一: 09:30 – 12:30, 13:30 – 21:00 | 星期二: 09:30 – 12:30, 13:30 – 21:00 | 星期三: 09:30 – 12:30, 13:30 – 21:00 | 星期四: 09:30 – 12:30, 13:30 – 21:00 | 星期五: 09:30 – 12:30, 13:30 – 21:00 | 星期六: 09:30 – 12:30, 13:30 – 21:00 | 星期日: 09:30 – 12:30, 13:30 – 21:00",5,台北市,大同區,醫院
皇家動物醫院,103台灣台北市大同區民族西路226號,02 2596 0937,https://www.facebook.com/OSDCL?mibextid=LQQJ4d,4.4,175,"星期一: 11:00 – 18:00, 19:00 – 22:00 | 星期二: 14:00 – 18:00, 19:00 – 22:00 | 星期三: 11:00 – 18:00, 19:00 – 22:00 | 星期四: 11:00 – 18:00, 19:00 – 22:00 | 星期五: 14:00 – 18:00, 19:00 – 22:00 | 星期六: 11:00 – 18:00, 19:00 – 22:00 | 星期日: 11:00 – 18:00, 19:00 – 22:00",5,台北市,大同區,醫院
全民連鎖動物醫院總院,103台灣台北市大同區民生西路247、249號,02 2553 0371,,4.6,22,,5,台北市,大同區,醫院
吉米犬貓專科醫院,10491台灣台北市中山區林森北路649號,02 2585 5991,,4.6,242,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 12:00,5,台北市,大同區,醫院
米亞動物醫院|中山區動物心臟病治療|口腔雷射|復健雷射|複雜性疾病諮詢|動物醫院推薦|寵物健康諮詢,104台灣台北市中山区民权东路二段57號1樓,02 2592 3556,,4.5,115,"星期一: 10:00 – 12:00, 15:00 – 19:30 | 星期二: 10:00 – 12:00, 15:00 – 19:30 | 星期三: 10:00 – 12:00, 15:00 – 19:30 | 星期四: 休息 | 星期五: 10:00 – 12:00, 15:00 – 19:30 | 星期六: 10:00 – 12:00, 15:00 – 19:30 | 星期日: 10:00 – 12:00",5,台北市,大同區,醫院
恩萊動物醫院,111台灣台北市士林區承德路四段294號1樓,02 2888 2468,,4.8,202,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:30 | 星期日: 09:30 – 20:30,5,台北市,大同區,醫院
汎亞動物醫院,111台灣台北市士林區承德路四段183號,02 2882 6655,http://www.panasia-vet.com/,4.3,427,"星期一: 10:00 – 12:30, 14:00 – 21:00 | 星期二: 10:00 – 12:30, 14:00 – 21:00 | 星期三: 10:00 – 12:30, 14:00 – 21:00 | 星期四: 10:00 – 12:30, 14:00 – 21:00 | 星期五: 10:00 – 12:30, 14:00 – 21:00 | 星期六: 10:00 – 18:00 | 星期日: 休息",5,台北市,大同區,醫院
弘愛犬貓專科醫院,103018台灣台北市大同區民生西路105號,02 2550 3892,,4,4,,5,台北市,大同區,醫院
成功動物醫院,10491台灣台北市中山區天祥路3號台灣 1 樓,02 2521 8001,,4.5,84,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 休息,5,台北市,大同區,醫院
大業動物醫院,111台灣台北市士林区延平北路五段314號1樓,02 2810 7070,,4.2,49,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台北市,大同區,醫院
皇合動物醫院,104台灣台北市中山區建國北路三段121號,02 2518 3325,https://www.facebook.com/profile.php?id=100077697543084,4.9,40,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 14:00 | 星期日: 休息,5,台北市,大同區,醫院
大晶動物醫院,104034台灣台北市中山區農安街72號,02 2597 0625,,4.5,86,"星期一: 10:00 – 12:00, 14:00 – 20:00 | 星期二: 10:00 – 12:00, 14:00 – 20:00 | 星期三: 10:00 – 12:00, 14:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 12:00, 14:00 – 20:00 | 星期六: 休息 | 星期日: 休息",5,台北市,大同區,醫院
唯安動物醫院,111台灣台北市士林區承德路四段18號1樓,02 2885 1695,,4.3,55,"星期一: 10:00 – 12:00, 14:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 21:00 | 星期日: 休息",5,台北市,大同區,醫院
社子動物醫院,111台灣台北市士林區延平北路五段191號,02 2816 5355,,4,52,"星期一: 11:00 – 13:00, 14:00 – 20:30 | 星期二: 11:00 – 13:00, 14:00 – 20:30 | 星期三: 11:00 – 13:00, 14:00 – 20:30 | 星期四: 11:00 – 13:00, 14:00 – 20:30 | 星期五: 11:00 – 13:00, 14:00 – 20:30 | 星期六: 11:00 – 13:00, 14:00 – 18:00 | 星期日: 休息",5,台北市,大同區,醫院
吉林動物醫院,10491台灣台北市中山區吉林路121-1號,02 2564 2010,,4.2,28,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 09:00 – 17:00 | 星期日: 休息,5,台北市,大同區,醫院
達文西犬貓專科動物醫院,10491台灣台北市中山區民生東路二段7號号,02 2521 2205,,5,3,,5,台北市,大同區,醫院
101台北貓醫院,10491台灣台北市中山區建國北路三段101號,02 2509 1101,https://www.facebook.com/profile.php?id=100076070024023,4.6,305,"星期一: 10:30 – 12:30, 14:00 – 21:00 | 星期二: 10:30 – 12:30, 14:00 – 21:00 | 星期三: 10:30 – 12:30, 14:00 – 21:00 | 星期四: 10:30 – 12:30, 14:00 – 21:00 | 星期五: 10:30 – 12:30, 14:00 – 21:00 | 星期六: 10:30 – 12:30, 14:00 – 21:00 | 星期日: 10:30 – 12:30, 14:00 – 18:00",5,台北市,大同區,醫院
中興動物醫院,111台灣台北市士林區延平北路六段245號,02 2811 3970,,4.6,114,,5,台北市,大同區,醫院
Brave Vet Exotic Animal Veterinary Hospital,"號 No, No. 227民權西路大同區台北市台灣 103",02 2599 3907,,3.7,3,,4,台北市,大同區,醫院
康寧動物醫院,108台灣萬華區長沙街二段157號,02 2383 1528,,4.3,275,"星期一: 10:00 – 12:30, 13:00 – 21:00 | 星期二: 10:00 – 12:30, 13:00 – 21:00 | 星期三: 10:00 – 12:30, 13:00 – 21:00 | 星期四: 10:00 – 12:30, 13:00 – 21:00 | 星期五: 10:00 – 12:30, 13:00 – 21:00 | 星期六: 10:00 – 12:30, 13:00 – 20:00 | 星期日: 休息",5,台北市,大同區,醫院
中山動物醫院,105台灣台北市松山區民權東路三段140巷5號,02 2719 6996,https://ch6996.com.tw/,4.4,470,"星期一: 09:30 – 12:00, 13:30 – 17:00, 18:30 – 21:00 | 星期二: 09:30 – 12:00, 13:30 – 17:00, 18:30 – 21:00 | 星期三: 09:30 – 12:00, 13:30 – 17:00, 18:30 – 21:00 | 星期四: 09:30 – 12:00, 13:30 – 17:00, 18:30 – 21:00 | 星期五: 09:30 – 12:00, 13:30 – 17:00, 18:30 – 21:00 | 星期六: 09:30 – 12:00, 13:30 – 17:00, 18:30 – 21:00 | 星期日: 09:30 – 12:00, 13:30 – 17:00",5,台北市,大同區,醫院
昌展動物醫院,111台灣台北市士林區延平北路六段160號,02 2816 9197,,4.1,60,"星期一: 10:00 – 13:00, 15:00 – 21:30 | 星期二: 10:00 – 13:00, 15:00 – 21:30 | 星期三: 10:00 – 13:00, 15:00 – 21:30 | 星期四: 10:00 – 13:00, 15:00 – 21:30 | 星期五: 10:00 – 13:00, 15:00 – 21:30 | 星期六: 10:00 – 13:00, 15:00 – 21:30 | 星期日: 休息",5,台北市,大同區,醫院
復生動物醫院,10491台灣台北市中山區民生東路一段78號,02 2564 3940,https://zh-tw.facebook.com/pages/category/Medical-Company/%E5%BE%A9%E7%94%9F%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-694586850563811/,4.2,63,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 09:30 – 12:00,5,台北市,大同區,醫院
台愛動物醫院,111台灣台北市士林區中正路629號,02 8811 5729,https://www.facebook.com/%E5%8F%B0%E6%84%9B%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-139284296139789/,4.6,101,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,5,台北市,大同區,醫院
廣慈動物醫院,10491台灣台北市中山區錦州街371號,02 2504 4236,,4.5,254,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 休息,5,台北市,中山區,醫院
